"player_name","team_abbreviation","age","gp","min","dre","efg","rel_efg","ts","rel_ts","stk","plus_minus"
"Charlie Marquardt","LIN",23,4,23,-2.23,26.53,-23.31,4.89,-48.57,2.2,-26.1
"Chinanu Onuaku","RGV",21,40,1024,2.25,59.7,9.86,4.74,-48.72,3.8,5
"Chris Anderson","GRD",25,11,112,-2.73,43.93,-5.92,16.61,-36.86,5.1,1.7
"Chris Boucher","SCW",25,20,444,3.65,49.75,-0.09,3.68,-49.78,5.2,-11.1
"Chris Braswell","ERI",28,1,15,-2.19,32.98,-16.86,33.51,-19.95,0,25
"Chris Flemmings","RAP",24,4,14,-2.13,73.81,23.97,74.6,21.14,0,28.1
"Chris McCullough","ERI",23,12,260,1.9,43.88,-5.97,3.15,-50.31,5.8,-3.2
"Chris Walker","RGV",23,48,813,3.1,61.65,11.81,3.33,-50.13,3.6,1.5
"Chris Wright","OKL",29,16,352,2.19,57.75,7.91,4.04,-49.42,4.4,-7
"Christian Wood","DEL",22,45,1488,6.41,58.14,8.3,3.51,-49.95,4.1,-3.4
"Cleanthony Early","RGV",27,34,955,0.66,55.59,5.75,7.06,-46.4,3,1.5
"Cliff Alexander","WIS",22,28,648,1.98,57.31,7.46,4.09,-49.37,2.2,-5.9
"Cody Demps","RNO",24,45,1117,-0.1,54.41,4.57,4.47,-48.99,2.3,-2.4
"Cole Huff","GBO",24,33,447,0.58,49.63,-0.21,3.99,-49.47,1.6,-1.6
"Coron Williams","GBO",28,10,127,-1.81,45.28,-4.57,5.13,-48.33,3.1,1.5
"Cory Jefferson","TEX",27,10,234,2.47,56.75,6.91,6.17,-47.3,2.8,-9.6
"Craig Sword","ERI",24,49,1173,0.32,51.72,1.88,3.31,-50.16,4.4,-1.2
"Craig Victor","RGV",23,19,229,-3.32,43.91,-5.93,3.39,-50.08,2.8,-5.6
"Cristiano Felicio","WCB",25,8,278,4.09,59.2,9.35,6.02,-47.45,5.5,10.9
"Cullen Russo","OKL",24,2,6,-1.98,0,-49.84,0,-53.46,8.3,66.7
"D.J. Wilson","WIS",22,11,358,-3.07,53.14,3.3,13.49,-39.97,2.4,-25.1
"Daesung Lee","ERI",28,11,95,-2.78,47.77,-2.07,3.76,-49.7,0.5,-27.6
"Dakarai Allen","ACC",23,46,1079,-0.54,51.36,1.52,5.3,-48.16,3.7,-6.3
"Dakari Johnson","OKL",22,10,319,2.91,58.44,8.59,3.48,-49.98,2.6,9.7
"Damian Jones","SCW",23,45,1379,4.25,67.96,18.12,4.4,-49.07,4.4,2.5
"Damien Wilkins","GBO",38,15,501,6.03,56.08,6.24,3.68,-49.79,2.3,-4.2
"Damion Lee","SCW",25,38,1129,1.8,51.66,1.81,3.92,-49.54,2.4,3.7
"Damon Lynn","TEX",23,12,191,0.11,59.42,9.57,20.35,-33.12,2.1,4.8
"Damonte Dodd","MNE",24,3,22,-2.52,19.82,-30.02,19.82,-33.64,4.4,-22.2
"Damyean Dotson","WES",24,13,459,0.15,56.78,6.94,7.78,-45.68,1.6,6.1
"Daniel Alexander","AUS",26,28,227,0.55,59.78,9.94,13.36,-40.1,2,-3.7
"Daniel Dingle","MNE",24,30,405,-3.09,40.69,-9.16,4.32,-49.15,2.3,-9.7
"Daniel Dixon","MNE",24,46,1530,-1.69,49.39,-0.46,6.02,-47.45,1.4,-3.4
"Daniel Hamilton","OKL",22,45,1477,-0.38,46.28,-3.57,3.92,-49.55,1.8,0.9
"Daniel Ochefu","RNO",24,32,608,0.23,60.74,10.9,4.66,-48.8,5,0.2
"Danuel House Jr.","NAS",25,35,1129,2.68,57.1,7.26,4.55,-48.92,2.2,-0.4
"Darin Johnson","DEL",23,44,772,-4.96,44.83,-5.02,3.03,-50.44,1.5,-6.8
"Darius Morris","RGV",27,3,79,-0.69,61.79,11.95,5.42,-48.04,0.6,10.6
"Darrun Hilliard","AUS",25,36,1023,3.23,54.65,4.81,4.67,-48.79,2.4,11.5
"David Stockton","RNO",27,39,1100,3.96,52.44,2.6,5.29,-48.18,3.2,6.5
"Davion Berry","RAP",26,46,1142,1.27,52,2.16,3.95,-49.52,1.8,7.5
"Davis Bertans","AUS",25,1,31,-0.86,70.59,20.75,6.99,-46.47,5.2,-3.9
"Davon Reed","NAS",23,12,303,-2.46,37.57,-12.27,3.11,-50.36,2.6,-2.4
"DeAndre Daniels","ACC",26,27,627,-1.99,41.09,-8.75,3.98,-49.48,3.8,-7.9
"DeAndre' Bembry","ERI",23,4,105,-1.15,48.82,-1.02,4.32,-49.15,4.3,-1.7
"DeQuan Jones","FWN",28,49,1497,2.37,57.29,7.44,4.47,-49,2.9,4.3
"Demarcus Holland","SBL",24,50,1272,-1.8,52.31,2.46,6.04,-47.42,2,1.5
"Demetrius Jackson","DEL",23,26,749,1.55,52.81,2.97,4.56,-48.9,2.4,7.5
"Deonte Burton","SLC",26,43,944,-1.78,45.09,-4.75,2.9,-50.57,2.2,-6.7
"Derek Willis","GRD",23,43,1208,1.98,55.36,5.51,9.69,-43.78,2.8,0.7
"Derick Newton","WCB",22,22,333,-5.37,30.45,-19.39,3.31,-50.15,1.1,4.8
"Derrick Jones Jr.","SXF",21,29,841,6.28,55.97,6.13,4.08,-49.38,4.9,2.4
"Derrick Marks","ERI",24,30,515,-3.41,38.58,-11.26,5.38,-48.09,3,-8
"Derrick Walton Jr.","SXF",23,27,876,2.59,52.87,3.03,4.94,-48.52,2.4,-0.9
"Derrick White","AUS",23,24,676,5.17,51.67,1.83,4.95,-48.52,4.2,11.5
"Devin Carter","IWA",24,1,3,-2.23,0,-49.84,0,-53.46,0,-16.7
"Devin Robinson","WES",23,44,1155,1.5,57.58,7.73,4.91,-48.55,2.9,1.4
"Devin Williams","MNE",24,45,1182,1.27,53.33,3.49,4.03,-49.43,2.2,1
"Devon Baulkman","WES",26,32,519,0.5,43.42,-6.42,4.85,-48.61,4,10.9
"Deyonta Davis","MHU",21,2,52,-0.34,55.65,5.8,9.93,-43.53,10.1,1.8
"Diamond Stone","SLC",21,31,753,-1.51,48.74,-1.1,3.44,-50.02,2.5,-6.8
"Dominic James","GBO",31,11,108,-2.6,40,-9.84,10.64,-42.82,2.3,0.5
"Donald Sloan","TEX",30,24,830,0.51,51.28,1.44,5.22,-48.24,1.5,1.4
"Donte McGill","DEL",23,4,51,-2.97,16.14,-33.7,1.72,-51.74,0.9,2.7
"Drew Barham","MNE",28,37,603,-1.4,53.15,3.31,10.84,-42.62,2.1,-2.8
"Duje Dukan","FWN",26,24,242,-4.15,46.59,-3.25,5.56,-47.9,1.5,-19.7
"Duke Mondy","TEX",27,12,357,-3.2,48.21,-1.63,6.2,-47.26,1.3,1.7
"Durand Scott","MHU",28,31,876,-0.23,54.93,5.09,5.98,-47.49,2.1,-3
"Dusty Hannahs","MHU",24,47,1006,-0.49,53.12,3.28,7.04,-46.42,1.4,0.3
"Dwayne Bacon","GBO",22,4,143,-1.27,46.6,-3.25,9.85,-43.61,1.9,-11.7
"Dwight Buycks","GRD",29,10,356,-1.25,48.86,-0.98,5.21,-48.26,1.5,0.3
"Edmond Sumner","FWN",22,14,238,-1.2,41.99,-7.85,3.03,-50.44,4.2,4.8
"Edy Tavares","RAP",26,1,33,-1.56,75,25.16,6.79,-46.68,5.3,10.5
"Elijah Millsap","IWA",30,45,1338,1.77,46.51,-3.34,3.04,-50.43,3.3,-1.4
"Emeka Okafor","DEL",35,26,518,1.22,61.11,11.27,4.44,-49.03,3.5,-1.6
"Eric Griffin","SLC",28,19,600,-0.65,53.13,3.28,3.65,-49.81,3.7,-11.4
"Eric Stuteville","NAS",23,43,554,-4.09,52.03,2.19,3.07,-50.39,1.5,0.3
"Erik McCree","SLC",24,35,1132,-1.73,49.52,-0.32,4.29,-49.17,2.1,-6
"Eron Harris","WIS",24,12,83,-2.34,50.5,0.65,2.94,-50.52,1.7,5.6
"Fuquan Edwin","RAP",26,35,771,3.86,53.85,4,5.79,-47.67,4.2,10.9
"Furkan Korkmaz","DEL",20,9,287,-1.4,40.49,-9.36,4.27,-49.19,2.6,-9.9
"Gary Payton II","SBL",25,20,581,2.1,50.22,0.37,5.09,-48.37,4,-1.6
"George de Paula","RGV",22,10,47,-3.46,78.46,28.62,3.84,-49.62,0,0.9
"Georges Niang","SLC",25,41,1391,3.25,64.89,15.05,9.51,-43.96,2,7.8
"Georgios Papagiannis","RNO",20,10,271,-1.98,52.28,2.44,7.2,-46.27,3.3,1.9
"Gerald Beverly","CTN",24,42,691,3.25,56.12,6.28,3.98,-49.48,4.6,2.5
"Geron Johnson","SXF",25,2,25,-1.27,66.46,16.62,7.16,-46.3,5.4,16.1
"Gian Clavell","TEX",24,1,36,-1.44,63.55,13.71,7.27,-46.2,0,-8.3
"Glenn Robinson III","FWN",24,2,61,-2.86,33,-16.84,4.51,-48.95,0.8,3.8
"Gracin Bakumanya","WIS",20,4,60,-2.31,52.7,2.86,5.95,-47.51,3.1,-15.6
"Grant Jerrett","CTN",24,16,530,5.52,55,5.16,7.51,-45.96,4.2,-3.8
"Guerschon Yabusele","MNE",22,14,496,3.24,56.31,6.47,5,-48.47,4.2,-5.4
"Henry Ellenson","GRD",21,2,83,-1.18,51.09,1.25,2.58,-50.88,1.2,-13.3
"Ian Baker","SBL",25,9,65,-3.05,38.89,-10.95,4.55,-48.91,1.4,-11.3
"Ike Anigbogu","FWN",19,20,491,-0.29,51.77,1.93,4.86,-48.6,4.1,-1.7
"Ike Iroegbu","ACC",23,50,1236,-1.82,44.13,-5.71,2.91,-50.56,1.7,-7.5
"Ike Nwamu","SXF",25,47,1398,-0.07,55.31,5.46,8.28,-45.19,1.9,-0.3
"Isaac Hamilton","CTN",24,42,740,-1.87,48.62,-1.22,8.17,-45.29,2,-3.3
"Isaiah Canaan","NAS",27,1,25,-1.72,83.23,33.39,4.89,-48.58,1.8,25
"Isaiah Cousins","SLC",24,36,954,0.03,49.52,-0.32,8.39,-45.07,2.8,-3.6
"Isaiah Hartenstein","RGV",20,38,711,2.21,58.82,8.98,3.53,-49.94,3.7,1.6
"Isaiah Hicks","WES",23,37,1093,3.38,57.91,8.07,4.1,-49.36,4.8,5.4
"Isaiah Taylor","ERI",23,4,138,-1.4,51.99,2.15,4.7,-48.76,1,4.7
"Isaiah Whitehead","LIN",23,30,860,0.07,50.52,0.67,4.93,-48.54,2.3,-1.7
"Ishmael Hollis","SXF",26,3,18,-1.77,40.09,-9.75,40.09,-13.37,2.2,-20
"Ivan Rabb","MHU",21,18,502,4.88,57.82,7.98,4.3,-49.16,4.3,-2
"Ivica Zubac","SBL",21,14,419,4.71,61.02,11.18,7.21,-46.25,4.2,7.4
"J.J. Avila","TEX",26,50,924,1.66,50,0.16,5.88,-47.58,2.3,0.9
"J.J. Frazier","MHU",22,14,317,-0.26,46.47,-3.38,8.11,-45.35,1.5,8.5
"JJ Moore","LIN",27,46,739,-1.58,46.55,-3.29,3.78,-49.68,1.9,-3.1
"JJ O'Brien","ACC",26,39,1370,1.77,53.29,3.45,4.88,-48.59,2.3,-2.4
"JaCorey Williams","CTN",24,50,1525,-0.88,55.11,5.26,3.96,-49.5,2.3,0.3
"JaKarr Sampson","RNO",25,35,1003,1.68,52,2.16,4.7,-48.76,3.1,-0.1
"Jabari Bird","MNE",23,20,703,1.87,58.21,8.37,6.32,-47.14,2.4,2.4
"Jabari Brown","SCW",25,9,250,-2.77,53.64,3.79,7.75,-45.72,1.5,-9.1
"Jack Cooley","RNO",27,39,1074,3.16,56.04,6.2,3.74,-49.72,2.7,7.5
"Jacob Pullen","DEL",28,14,398,-1.45,47.62,-2.22,5.72,-47.74,1.7,-7.7
"Jacob Wiley","LIN",23,16,329,-4.11,53.02,3.18,9.53,-43.93,1.5,-2.1
"Jalen Bradley","SXF",24,33,438,-1.74,51.69,1.85,5.59,-47.87,1.2,-10.5
"Jalen Jones","TEX",25,32,1005,0.94,50.98,1.14,3.24,-50.23,1.7,0.5
"Jameel Warney","TEX",24,42,1478,2.37,54.52,4.68,6.45,-47.02,3.2,2.6
"Jamel Artis","LAK",25,46,1727,0.05,52.44,2.6,5.74,-47.72,2.1,0.8
"Jamel Morris","GRD",25,50,1245,-2.05,48.86,-0.98,6.66,-46.81,1.6,2.9
"James Blackmon Jr.","WIS",23,47,1338,0.78,55.92,6.07,4.74,-48.72,1,-4.8
"James Michael McAdoo","ACC",25,18,508,1.27,44.1,-5.75,3.02,-50.44,5.2,-5.3
"James Southerland","SBL",28,48,1347,0.66,56.41,6.57,12.11,-41.35,2.2,2.5
"James Webb III","LIN",24,40,1147,3.3,54.06,4.22,5.04,-48.42,2.8,2
"James Young","DEL",22,39,1291,3.75,52.38,2.54,3.89,-49.58,2.6,5.5
"Jamil Wilson","FWN",27,26,751,-0.61,53.55,3.71,5.69,-47.77,2.1,-4
"Jared Brownridge","DEL",23,2,44,-1.86,70.77,20.93,71.15,17.69,1.1,-31.5
"Jarell Eddie","WCB",26,28,1023,2.19,58.64,8.8,5.88,-47.58,1.8,0.2
"Jarell Martin","MHU",24,2,54,-3.12,39.92,-9.92,6.95,-46.51,3,-2
"Jaron Blossomgame","AUS",24,50,1480,2.4,56.37,6.53,6.85,-46.62,2.1,7.2
"Jarrod Uthoff","FWN",25,50,1632,3.37,52.76,2.92,6.84,-46.62,3.1,5.8
"Jarvis Summers","WIS",25,49,1239,-3.92,42.24,-7.6,4.68,-48.78,2,-8.6
"Jarvis Williams","LIN",28,8,170,-3.02,50,0.16,6.98,-46.48,1.1,-1.7
"Javan Felix","OKL",23,48,789,-0.85,44.88,-4.96,4.36,-49.11,2,-6.3
"Jawun Evans","ACC",21,1,28,-2.63,18.29,-31.55,18.29,-35.17,1.5,-49.3
"Jay Wright","LAK",23,34,324,0.71,45.37,-4.47,3.87,-49.59,3.5,3.1
"Jaylen Johnson","WCB",21,50,1444,-1,49.4,-0.44,4.93,-48.54,2.4,2.3
"Jaylen Morris","ERI",22,39,1224,0.82,55.48,5.64,4.96,-48.51,2.7,6.6
"Je'Lon Hornbeak","FWN",24,32,313,-2.46,43.08,-6.77,4.45,-49.01,2.6,1.2
"JeQuan Lewis","WIS",23,49,1370,-1.67,52.42,2.58,5.83,-47.63,2.8,-4.8
"Jeff Ledbetter","AUS",30,44,1062,2.6,53.12,3.28,6.25,-47.21,3,4.6
"Jeremy Evans","ERI",30,39,1195,5.25,65.2,15.36,4.68,-48.79,3.5,7.1
"Jeremy Hollowell","ERI",24,49,1059,-1.95,51.84,2,6.19,-47.27,2.5,-2.5
"Jeremy Morgan","MHU",23,32,798,0.71,51.14,1.29,10.3,-43.16,3.1,-4.5
"Jeremy Pargo","SCW",32,12,416,-0.53,51.03,1.19,8.07,-45.39,1.3,-2.9
"Jeremy Senglin","LIN",23,48,1246,1.85,52.96,3.11,5.23,-48.23,2.1,-2.8
"Jermaine Taylor","SLC",31,19,482,-0.73,47.64,-2.2,6.3,-47.16,2.7,-11.3
"Jerome Frink","WCB",24,4,51,-2.26,44.62,-5.22,6.36,-47.1,2,15.7
"Jerome Seagears","MHU",25,5,26,-1.89,25.14,-24.71,1.8,-51.66,3.7,-63
"Jimmie Taylor","SXF",22,29,576,3.59,66.29,16.45,2.69,-50.77,5.2,0.6
"Joakim Noah","WES",33,1,23,-1.96,80,30.16,9.18,-44.28,4,-26
"Joel Bolomboy","WIS",24,30,997,1.44,57.35,7.51,5.13,-48.34,1.9,-4.4
"John Dawson","GBO",23,37,548,-1.26,51.89,2.05,26.52,-26.95,2.5,-3.8
"John Gillon","ERI",24,33,584,0.25,51.82,1.98,3.27,-50.2,1.9,-4.6
"John Holland","CTN",29,23,787,0.97,51.61,1.77,5.42,-48.04,2.6,-2.7
"John Petrucelli","LAK",25,43,900,0.94,50.35,0.51,3.99,-49.47,3.9,2.4
"Johnathan Motley","TEX",23,34,1104,3.62,57.99,8.15,4.22,-49.25,2.9,5.4
"Jon Horford","GRD",26,34,611,0.31,52.17,2.33,4.69,-48.77,2.6,6.4
"Jon Octeus","WCB",26,6,118,0.87,60.78,10.94,4.26,-49.2,3.6,-2.4
"Jonathan Holmes","MNE",25,11,273,-0.72,44.26,-5.58,4.41,-49.05,3.2,-2.7
"Jonathan Isaac","LAK",20,2,32,-2.64,38.58,-11.26,2.18,-51.28,7.5,-1.5
"Jordan Bell","SCW",23,1,28,-1.39,78,28.16,77.67,24.2,3.4,26.7
"Jordan Downing","TEX",26,32,350,0.32,56.32,6.47,10.14,-43.32,1.2,0
"Jordan Green","AUS",25,34,489,-1.99,47.57,-2.27,3,-50.47,2.9,4.6
"Jordan Henriquez","WES",28,37,379,-2.05,49.4,-0.45,2.99,-50.47,4.3,0.3
"Jordan Mathews","ERI",24,48,980,-1.56,46.94,-2.9,4.49,-48.97,1.9,-5.1
"Jordon Crawford","MHU",27,27,504,0.85,56.98,7.13,9.34,-44.12,3.1,-3.5
"Josh Adeyeye","MNE",25,41,713,-2.87,51.18,1.34,11.21,-42.25,0.7,-6.5
"Josh Gray","NAS",24,45,1530,4.4,53.57,3.73,6.52,-46.94,3.3,-0.1
"Josh Hagins","RNO",24,42,815,4.58,52.41,2.57,8.19,-45.27,2.9,7.1
"Josh Hart","SBL",23,2,64,-1.2,48.34,-1.5,4.56,-48.9,2.9,27.7
"Josh Magette","ERI",28,36,1252,2.4,43.85,-5.99,4.04,-49.43,2.8,8.8
"Joshua Blamon","WIS",25,3,39,-2.61,28.57,-21.27,3.47,-49.99,1.1,-8
"Julian Jacobs","DEL",23,18,324,-5.33,40.4,-9.44,4.64,-48.82,3.5,-8.6
"Julian Washburn","AUS",26,50,1212,-0.65,53.37,3.53,16.18,-37.28,2.8,0.5
"Julien Lewis","RGV",26,43,860,0.71,53.2,3.35,6.4,-47.06,2.5,1.6
"Julyan Stone","GBO",29,5,141,-1.07,35.11,-14.73,3.64,-49.82,3.2,1.6
"Justin Dentmon","TEX",32,24,893,6.88,54.81,4.97,3.94,-49.53,2.9,7.7
"Justin Jackson","RNO",23,6,205,-0.55,47.83,-2.02,6.43,-47.03,2.2,-2.2
"Justin Leon","OKL",22,48,1040,0.88,52.35,2.51,6.52,-46.95,1.7,-2.5
"Justin Patton","IWA",21,38,880,0.12,49.13,-0.71,5.51,-47.95,5.1,-2.8
"KJ McDaniels","GRD",25,31,850,4.09,52.95,3.11,4.8,-48.66,4.4,7.5
"Kadeem Allen","MNE",25,34,1173,3.35,49.03,-0.81,4.42,-49.04,4,0.1
"Kadeem Jack","SXF",25,45,1050,3.18,61.29,11.45,4.1,-49.37,3.8,-0.3
"Kamari Murphy","LIN",24,50,1570,-1.68,46.4,-3.44,4.91,-48.55,2.8,-0.1
"Karrington Ward","WCB",25,38,729,0.83,51.98,2.14,6.81,-46.65,3.4,4.6
"Kay Felder","GRD",23,20,600,-0.05,45.65,-4.19,4.89,-48.58,3.5,2
"Kaza Keane","RAP",24,43,850,-1.1,41.82,-8.02,4.48,-48.98,2.4,0
"Keith Hornsby","TEX",26,32,783,0.69,51.83,1.99,7.75,-45.72,2.1,-4.4
"Keith Steffeck","ACC",29,46,746,-4.51,47.48,-2.36,7.65,-45.81,2.1,-10
"Kendal Yancy","AUS",23,2,13,-1.8,16.48,-33.37,1.1,-52.36,5.9,8.8
"Kendall Gray","LIN",26,44,588,1.9,61,11.16,2.55,-50.91,5.1,5.8
"Kendall Marshall","ACC",26,3,43,-3.52,50,0.16,50,-3.46,1,-5.2
"Kendall Pollard","SLC",23,13,183,-3.08,36.6,-13.24,3.22,-50.25,3.8,-14.8
"Kendrick Perkins","CTN",33,27,573,-0.38,53.15,3.3,3.21,-50.25,2.5,-10.8
"Kennedy Meeks","RAP",23,45,1246,1.41,50.5,0.65,6.63,-46.83,3.4,6.9
"Kenneth Smith","GRD",25,49,1391,1.86,45.69,-4.15,3.57,-49.9,2.9,5.8
"Kethan Savage","RAP",24,31,453,-4.71,34.59,-15.26,3.56,-49.9,3,-11.7
"Kevin Foster","IWA",29,23,205,-2.33,51.24,1.4,6.09,-47.38,2,8.3
"Kevin Hardy","RGV",25,31,363,1.75,50.68,0.84,6.57,-46.89,5.5,3.8
"Kevin Olekaibe","CTN",25,40,926,1.92,49.43,-0.41,6.89,-46.57,3.1,-3.6
"Kevin Young","SCW",28,4,102,0.12,71.27,21.43,8.98,-44.48,5.6,3.4
"Khem Birch","LAK",25,21,669,5.21,59.86,10.02,4.23,-49.23,5.7,3.5
